
Gurobi 12.0.2 (mac64[arm]) logging started Tue Jun 24 05:59:38 2025

Set parameter LogFile to value "../../result/data/prodhon/coord100-10-3b-2e.log"
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (mac64[arm] - Darwin 24.5.0 24F74)

CPU model: Apple M4
Thread count: 10 physical cores, 10 logical processors, using up to 10 threads

Non-default parameters:
TimeLimit  7200

Optimize a model with 199202 rows, 219420 columns and 4700084 nonzeros
Model fingerprint: 0x091a877e
Variable types: 12610 continuous, 206810 integer (206810 binary)
Coefficient statistics:
  Matrix range     [5e-02, 1e+04]
  Objective range  [3e-02, 6e+05]
  Bounds range     [1e+00, 2e+02]
  RHS range        [1e+00, 1e+04]
Presolve removed 5414 rows and 3484 columns (presolve time = 5s)...
Presolve removed 6688 rows and 4366 columns
Presolve time: 10.00s
Presolved: 192514 rows, 215054 columns, 4666163 nonzeros
Variable types: 10718 continuous, 204336 integer (204336 binary)
Deterministic concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Root barrier log...

Ordering time: 0.09s

Barrier performed 0 iterations in 11.67 seconds (33.91 work units)
Barrier solve interrupted - model solved by another algorithm

Concurrent spin time: 0.08s

Solved with dual simplex

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    4380    2.7094007e+06   0.000000e+00   0.000000e+00     12s

Use crossover to convert LP symmetric solution to basic solution...

Root crossover log...

       0 DPushes remaining with DInf 0.0000000e+00                12s

    1464 PPushes remaining with PInf 0.0000000e+00                12s
       0 PPushes remaining with PInf 0.0000000e+00                12s

  Push phase complete: Pinf 0.0000000e+00, Dinf 1.7543750e+02     12s


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    6606    2.7094007e+06   0.000000e+00   1.754375e+02     12s
    6664    2.7094007e+06   0.000000e+00   0.000000e+00     12s

Root relaxation: objective 2.709401e+06, 6664 iterations, 1.00 seconds (2.36 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 2709400.74    0  219          - 2709400.74      -     -   12s
  5819  5803 2790824.45  614  212          - 2710816.60      -  74.4  167s
  6030  6015 2792904.79  642  208          - 2710816.60      -  74.6  171s
  6254  6263 2795626.62  657  221          - 2710816.60      -  75.1  175s
  6762  6748 2798867.70  709  222          - 2710816.60      -  76.7  184s
  7014  6967 2801553.38  733  198          - 2710816.60      -  77.1  189s
  7241  7167 2804569.42  746  201          - 2710816.60      -  79.5  194s
  7450  7361 2807617.92  761  195          - 2710816.60      -  82.2  200s
  7663  7595 2811106.65  791  194          - 2710816.60      -  84.7  205s
  7906  7837 2813314.96  820  197          - 2710885.60      -  86.1  211s
  8169  7838 2804283.71  486  209          - 2710886.34      -  87.8  280s
  8171  7839 3220347.43  292  209          - 2710886.34      -  87.8  285s
  8177  7843 2722044.98  145  203          - 2710886.34      -  87.7  291s
  8178  7844 2716035.47   30  203          - 2710891.72      -  87.7  334s
  8179  7848 2710891.72   13  203          - 2710891.72      -   1.4  336s
  8185  7858 2711451.72   15  206          - 2710891.72      -   1.5  400s
  8203  7891 2711949.72   17  206          - 2710891.72      -   1.6  410s
  8232  7898 2712281.72   19  203          - 2710891.72      -   1.9  415s
  8249  7910 2712640.08   20  199          - 2710891.72      -   1.9  420s
  8267  7923 2713686.72   20  203          - 2710891.72      -   2.1  426s
  8286  7937 2713721.26   21  199          - 2710891.72      -   2.2  431s
  8306  7949 2713713.36   22  202          - 2710891.72      -   2.3  436s
  8325  7963 2713915.60   23  201          - 2710891.72      -   2.4  442s
  8345  7976 2714451.22   24  195          - 2710891.72      -   2.5  447s
  8365  7989 2715113.24   25  197          - 2710891.72      -   2.6  453s
  8384  8001 2716255.06   26  198          - 2710891.72      -   2.7  458s
  8404  8015 2716474.72   27  196          - 2710891.72      -   2.8  464s
  8424  8028 2716474.72   28  196          - 2710891.72      -   2.9  468s
  8444  8041 2717189.08   29  193          - 2710891.72      -   3.0  473s
  8464  8055 2716991.36   30  193          - 2710891.72      -   3.1  479s
  8484  8065 2717976.35   31  196          - 2710891.72      -   3.3  485s
  8501  8079 2717349.60   32  190          - 2710891.72      -   3.4  491s
  8521  8090 2717477.72   33  193          - 2710891.72      -   3.5  497s
  8538  8102 2716760.59   34  202          - 2710891.72      -   3.7  503s
  8556  8112 2716771.03   35  206          - 2710891.72      -   3.9  510s
  8574  8123 2716774.27   36  206          - 2710891.72      -   4.0  516s
  8593  8137 2718068.28   37  199          - 2710891.72      -   4.3  522s
  8614  8151 2717533.21   38  194          - 2710891.72      -   4.4  532s
  8638  8167 2718356.43   39  196          - 2710891.72      -   4.6  540s
  8663  8183 2717591.91   41  195          - 2710891.72      -   4.8  548s
  8688  8201 2719201.67   42  190          - 2710891.72      -   5.1  556s
  8714  8215 2718107.56   44  192          - 2710891.72      -   5.4  565s
  8738  8234 2718285.22   45  203          - 2710891.72      -   5.7  574s
  8767  8250 2718976.24   46  191          - 2710891.72      -   5.9  582s
  8796  8264 2719928.38   48  198          - 2710891.72      -   6.2  592s
  8824  8275 2719320.43   49  191          - 2710891.72      -   6.3  614s
  8855  8290 2720150.38   51  195          - 2710891.72      -   6.9  624s
  8891  8307 2736674.60   52  199          - 2710891.72      -   7.3  636s
  8924  8326 2746720.27   54  196          - 2710891.72      -   7.5  693s
  8957  8339 2739669.23   56  195          - 2710891.72      -   8.4  757s
  8994  8351 2720787.95   59  194          - 2710891.72      -   9.2  771s
  9028  8372 2720907.32   62  190          - 2710891.72      -   9.6  835s
  9066  8389 2720908.29   63  195          - 2710891.72      -  10.7  907s
  9104  8402 2721122.23   64  189          - 2710891.72      -  12.0  956s
  9142  8423 2754685.12   64  190          - 2710891.72      -  12.8  997s
  9188  8442 2755280.02   65  188          - 2710891.72      -  13.7 1015s
  9236  8467 2721556.37   67  194          - 2710891.72      -  14.2 1076s
  9288  8493 2721587.95   68  192          - 2710891.72      -  15.3 1120s
  9343  8519 2721618.13   69  193          - 2710891.72      -  16.5 1143s
  9397  8542 2721802.54   71  192          - 2710891.72      -  17.3 1196s
  9446  8577 2754033.92   72  187          - 2710891.72      -  18.3 1220s
  9505  8611 2722023.46   74  197          - 2710891.72      -  18.9 1266s
  9564  8648 2722229.85   76  200          - 2710891.72      -  20.0 1340s
  9626  8680 2722294.15   77  200          - 2710891.72      -  21.2 1366s
  9690  8722 2722348.66   78  198          - 2710891.72      -  22.0 1437s
  9756  8762 2722349.48   79  197          - 2710891.72      -  23.0 1504s
  9820  8763 2722386.27   80  198          - 2710891.72      -  24.8 1604s
  9844  8811 2754578.02   80  185          - 2710891.72      -  25.6 1682s
  9904  8853 2755287.12   82  185          - 2710891.72      -  26.5 1729s
  9974  8896 2724650.09   85  192          - 2710891.72      -  27.5 1780s
 10048  8944 2725077.02   86  191          - 2710891.72      -  28.8 1862s
 10122  8998 2725316.56   88  195          - 2710891.72      -  30.7 1907s
 10209  9049 2725455.55   90  191          - 2710891.72      -  32.1 1951s
 10295  9115 2755778.02   93  187          - 2710891.72      -  33.2 2004s
 10395  9158 2760765.22   96  188          - 2710891.72      -  34.3 2087s
 10477  9214 infeasible   97               - 2710891.72      -  35.9 2218s
 10577  9272 2755343.52  100  188          - 2710891.72      -  38.5 2331s
 10681  9361 2726636.45  103  195          - 2710891.72      -  40.4 2395s
 10809  9440 2726821.47  105  191          - 2710891.72      -  42.2 2455s
 10936  9518 2754020.02  106  185          - 2710891.72      -  44.1 2530s
 11069  9599 2727319.26  107  193          - 2710891.72      -  46.4 2592s
 11209  9702 2756651.42  108  188          - 2710891.72      -  48.8 2677s
 11366  9813 2756097.02  110  188          - 2710891.72      -  51.5 2922s
 11537  9924 2756385.62  114  188          - 2710891.72      -  54.0 3014s
 11712 10067 2755098.72  116  190          - 2710891.72      -  55.9 3108s
 11919 10185 2755783.38  121  187          - 2710891.72      -  57.3 3198s
 12111 10312 2755477.16  127  193          - 2710891.72      -  59.0 3299s
 12307 10419 2754470.26  131  188          - 2710891.72      -  61.1 3429s
 12496 10389 2733441.60  137  192          - 2710891.72      -  63.6 3575s
 12531 10536 2734802.32  139  192          - 2710891.72      -  64.1 3708s
 12696 10640 2757621.56  146  193          - 2710891.72      -  67.0 3818s
 12862 10724 2760645.86  156  193          - 2710891.72      -  69.6 3948s
 13016 10817 2763078.31  164  194          - 2710891.72      -  73.8 4065s
 13178 10913 2765427.01  169  194          - 2710891.72      -  77.6 4210s
 13347 10997 2763816.57  174  198          - 2710891.72      -  81.5 4347s
 13498 11140 2765237.71  176  190          - 2710891.72      -  86.4 4477s
 13709 11246 2751620.96  186  200          - 2710891.72      -  91.5 4615s
 13913 11408 2755209.48  193  191          - 2710891.72      -  96.9 4760s
 14180 11532 2759473.52  211  180          - 2710891.72      -   101 4949s
 14419 11644 2760757.95  234  179          - 2710891.72      -   106 5116s
 14652 11798 2761830.55  239  174          - 2710891.72      -   110 5271s
 14901 12005 2762049.93  243  175          - 2710891.72      -   114 5437s
 15197 12226 2762128.50  247  174          - 2710891.72      -   117 5646s
 15526 12266 2762733.36  251  177          - 2710891.72      -   119 5837s
 15683 12565 2791755.01  252  169          - 2710891.72      -   120 6055s
 16071 12850 2790957.16  257  174          - 2710891.72      -   122 6252s
 16512 13148 2764750.26  263  176          - 2710891.72      -   124 6499s
 16985 13311 infeasible  268               - 2710891.72      -   127 6679s
 17341 13575 2765023.16  273  177          - 2710891.72      -   130 6863s
 17755 13808 2766930.51  285  172          - 2710891.72      -   132 7056s
 18133 13968 2766247.66  297  191          - 2710891.72      -   134 7200s

Cutting planes:
  Learned: 21
  Gomory: 15
  Cover: 1
  Implied bound: 21
  Clique: 12
  MIR: 163
  Mod-K: 5
  RLT: 400
  Relax-and-lift: 112

Explored 18455 nodes (3237881 simplex iterations) in 7200.29 seconds (20996.02 work units)
Thread count was 10 (of 10 available processors)

Solution count 0

Time limit reached
Best objective -, best bound 2.710891724047e+06, gap -
--------------------------------
../../result/data/prodhon/coord100-10-3b-2e.log
--------------------------------
All costs: 
gurobi fail
9
-----------------------------
